fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.00064,273280,1
../performance/sample_images/sample_1280x853.bmp,0.002026,1091840,1
../performance/sample_images/sample_1920x1280.bmp,0.004417,2457600,1
../performance/sample_images/sample_3840x2160.bmp,0.015117,8294400,1
