fileName,execTime,ioTime,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.001014,0.003828,273280,1
../performance/sample_images/sample_1280x853.bmp,0.002166,0.007518,1091840,1
../performance/sample_images/sample_1920x1280.bmp,0.004892,0.028126,2457600,1
../performance/sample_images/sample_3840x2160.bmp,0.016731,0.077365,8294400,1
