fileName,execTime,avg_exec_time,ioReadTime,avg_io_read_time,ioWriteTime,avg_io_write_time,pixelNum,version
../performance/sample_images/random16x16.bmp,1.953768104,0.000390754,17.960285598,4.598e-06,37.622058594,9.1726e-05,256,2
../performance/sample_images/random24x24.bmp,1.277022283,0.000255404,7.901178885,4.551e-06,16.230886405,8.9038e-05,576,2
../performance/sample_images/random32x32.bmp,1.943150768,0.00038863,4.650324748,4.762e-06,9.8105302,9.5676e-05,1024,2
../performance/sample_images/random48x48.bmp,1.278675083,0.000255735,2.445075447,5.633e-06,4.689693443,0.000102907,2304,2
../performance/sample_images/random64x64.bmp,1.661034531,0.000332207,1.531872749,6.275e-06,3.258069587,0.0001271,4096,2
../performance/sample_images/random128x128.bmp,57.091397523,0.000267253,0.658918616,1.0796e-05,1.567953879,0.000244687,16384,2
../performance/sample_images/random320x200.bmp,15.453938027,0.000282589,1.537289424,9.8387e-05,1.413519882,0.000861902,64000,2
../performance/sample_images/random256x256.bmp,14.490196342,0.000271327,1.517998305,9.9489e-05,1.492259125,0.000931498,65536,2
../performance/sample_images/random320x240.bmp,12.612632508,0.000276763,1.63040933,0.000125223,1.461703123,0.001069278,76800,2
../performance/sample_images/random320x320.bmp,9.396267727,0.000274913,1.652848804,0.000169263,1.904562006,0.001858109,102400,2
../performance/sample_images/random480x300.bmp,6.845831563,0.000281664,1.677881579,0.00024163,1.407893813,0.001931267,144000,2
../performance/sample_images/random480x320.bmp,7.021075398,0.000308131,1.772433119,0.000272263,1.261149214,0.001846485,153600,2
../performance/sample_images/random480x480.bmp,4.390797194,0.000289058,1.66844689,0.000384435,1.11580545,0.00245232,230400,2
../performance/sample_images/random640x360.bmp,4.763886922,0.00031362,1.692030968,0.000389869,1.192927591,0.002621819,230400,2
../performance/sample_images/random640x400.bmp,4.189978848,0.000306487,1.671770882,0.000428001,1.330734152,0.003245693,256000,2
../performance/sample_images/random640x480.bmp,3.307156282,0.00029028,1.683940089,0.00051734,1.24066707,0.00363832,307200,2
../performance/sample_images/random720x480.bmp,3.037377659,0.000299929,1.711198115,0.000591496,1.253077959,0.004135571,345600,2
../performance/sample_images/random800x450.bmp,2.997064684,0.000308277,1.750178012,0.000630241,1.379306172,0.004739884,360000,2
../performance/sample_images/random800x500.bmp,2.658329258,0.000303809,1.911375952,0.00076455,1.007865146,0.003846814,400000,2
../performance/sample_images/random640x640.bmp,2.912729848,0.000340909,1.839905577,0.000753751,1.410588116,0.00551011,409600,2
../performance/sample_images/random800x600.bmp,2.93807516,0.000402973,1.758066633,0.000844007,1.203910914,0.005522527,480000,2
../performance/sample_images/random960x540.bmp,2.27754307,0.000337364,1.879922237,0.000974558,1.07693589,0.005331366,518400,2
../performance/sample_images/random1024x576.bmp,2.04440274,0.000344582,1.892048683,0.001116253,1.163959837,0.0065391,589824,2
../performance/sample_images/random800x800.bmp,2.108166415,0.000385546,2.046800267,0.001310371,1.246685234,0.007601739,640000,2
../performance/sample_images/random1024x640.bmp,1.930848702,0.000361582,2.237901804,0.001467477,1.287155494,0.008044722,655360,2
../performance/sample_images/random1024x768.bmp,1.693849738,0.00038064,2.112980973,0.001662456,1.1601852,0.008723197,786432,2
../performance/sample_images/random1280x720.bmp,1.738737021,0.000457924,2.493625425,0.002298272,0.94502848,0.008363084,921600,2
../performance/sample_images/random1280x800.bmp,1.837391544,0.000537721,1.679251017,0.001720544,1.300253112,0.01274758,1024000,2
../performance/sample_images/random1024x1024.bmp,1.682182844,0.0005041,2.276488984,0.002388761,1.135691225,0.011356912,1048576,2
../performance/sample_images/random1366x768.bmp,1.803533921,0.000540628,1.895591597,0.001989078,1.159131795,0.011591318,1049088,2
../performance/sample_images/random1440x900.bmp,1.90734358,0.000706424,1.729131631,0.002242713,1.105192742,0.013644355,1296000,2
../performance/sample_images/random1600x900.bmp,1.344268127,0.000553197,1.801771487,0.002596213,0.900927432,0.012512881,1440000,2
../performance/sample_images/random1600x1000.bmp,1.49273159,0.000682548,1.640228111,0.002624365,1.11674929,0.017180758,1600000,2
../performance/sample_images/random1680x1050.bmp,1.27862555,0.000644469,1.991733038,0.003518963,0.858045771,0.014543149,1764000,2
../performance/sample_images/random1920x1080.bmp,1.410480503,0.000836088,1.861676087,0.003862399,1.343712837,0.026874257,2073600,2
../performance/sample_images/random1920x1200.bmp,1.424676219,0.000937904,1.802015165,0.004152109,1.248287728,0.027739727,2304000,2
../performance/sample_images/random2048x1152.bmp,1.186622407,0.00080015,1.931384928,0.004565922,1.182571141,0.026876617,2359296,2
../performance/sample_images/random2560x1440.bmp,1.519146016,0.001600786,1.698759665,0.006268486,1.158205236,0.041364473,3686400,2
../performance/sample_images/random2560x1600.bmp,1.542758328,0.001806509,1.579578676,0.006473683,0.950853962,0.038034158,4096000,2
../performance/sample_images/random2880x1620.bmp,1.651842037,0.002202456,1.543623409,0.007213193,1.336324935,0.060742042,4665600,2
../performance/sample_images/random2880x1800.bmp,1.458621165,0.00216092,1.759371629,0.009163394,1.335012424,0.066750621,5184000,2
../performance/sample_images/random3200x1800.bmp,1.47740351,0.002433943,1.515102796,0.00875782,1.38927879,0.077182155,5760000,2
../performance/sample_images/random3840x2160.bmp,1.91336474,0.004544809,1.503029439,0.012525245,0.910598174,0.075883181,8294400,2
../performance/sample_images/random4096x2160.bmp,1.535199035,0.00388658,1.440419196,0.012747073,0.969909149,0.088173559,8847360,2
../performance/sample_images/random5120x2880.bmp,1.433505854,0.006048548,1.335728835,0.019936251,1.18387657,0.169125224,14745600,2
