fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.003895,273280,0
../performance/sample_images/sample_1280x853.bmp,0.025578,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.069096,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.309365,8294400,0
