fileName,execTime,ioTime,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.004926,0.003873,273280,0
../performance/sample_images/sample_1280x853.bmp,0.02676,0.012798,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.074966,0.024282,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.407441,0.133547,8294400,0
