fileName,execTime,avg_exec_time,ioReadTime,avg_io_read_time,ioWriteTime,avg_io_write_time,pixelNum,version
../performance/sample_images/random16x16.bmp,5.472272326,0.000109445,17.060597117,4.368e-06,38.674188814,9.4291e-05,256,5
../performance/sample_images/random24x24.bmp,12.485361248,0.000249707,8.259120912,4.757e-06,65.048687038,8.921e-05,576,5
../performance/sample_images/random32x32.bmp,17.976842321,0.000359537,4.988104731,5.108e-06,35.80106171,8.7286e-05,1024,5
../performance/sample_images/random48x48.bmp,12.558788682,0.000251176,2.749775857,6.335e-06,15.874534199,8.7085e-05,2304,5
../performance/sample_images/random64x64.bmp,14.039062004,0.000280781,1.929369128,7.903e-06,10.37196614,0.000101154,4096,5
../performance/sample_images/random128x128.bmp,156.389912216,0.000256229,1.070430383,1.7538e-05,4.029392776,0.000157202,16384,5
../performance/sample_images/random320x200.bmp,40.730628503,0.000260676,0.947867833,6.0664e-05,2.093614942,0.000319149,64000,5
../performance/sample_images/random256x256.bmp,39.997373431,0.000262128,0.993316538,6.5101e-05,1.79206577,0.000279661,65536,5
../performance/sample_images/random320x240.bmp,34.034533452,0.000261386,0.946945353,7.273e-05,2.247530989,0.000411033,76800,5
../performance/sample_images/random320x320.bmp,25.804183483,0.000264236,0.871955441,8.9294e-05,1.794961168,0.000437795,102400,5
../performance/sample_images/random480x300.bmp,18.387366477,0.00026478,0.89819025,0.000129348,1.606788031,0.000551025,144000,5
../performance/sample_images/random480x320.bmp,17.483555748,0.000268548,0.900534715,0.000138331,1.53217695,0.000560826,153600,5
../performance/sample_images/random480x480.bmp,12.41221898,0.000285983,0.937250286,0.000215956,1.946087263,0.001069279,230400,5
../performance/sample_images/random640x360.bmp,11.389734094,0.000262424,0.887589023,0.000204514,1.691740754,0.000929528,230400,5
../performance/sample_images/random640x400.bmp,10.571185749,0.000270626,0.884434808,0.00022643,1.644933352,0.001003008,256000,5
../performance/sample_images/random640x480.bmp,8.735800548,0.000268364,0.890148642,0.000273471,1.930766788,0.001415518,307200,5
../performance/sample_images/random720x480.bmp,7.928297402,0.000274004,0.899322563,0.000310862,1.576282025,0.001300563,345600,5
../performance/sample_images/random800x450.bmp,7.608542675,0.000273915,0.897595225,0.000323225,1.294889044,0.001112448,360000,5
../performance/sample_images/random800x500.bmp,6.693115226,0.000267725,0.888839348,0.000355536,1.389599121,0.001325953,400000,5
../performance/sample_images/random640x640.bmp,6.536474421,0.000267735,0.875386534,0.000358618,1.997545476,0.001950728,409600,5
../performance/sample_images/random800x600.bmp,5.739685624,0.000275509,0.88931028,0.000426937,1.290093002,0.001479464,480000,5
../performance/sample_images/random960x540.bmp,5.575148424,0.000289018,0.878485204,0.00045541,1.279165262,0.001583125,518400,5
../performance/sample_images/random1024x576.bmp,4.726264793,0.00027877,0.852800906,0.000503127,1.222164879,0.001716524,589824,5
../performance/sample_images/random800x800.bmp,4.351010146,0.000278465,0.897432248,0.00057454,1.640199186,0.002500304,640000,5
../performance/sample_images/random1024x640.bmp,4.29446227,0.000281456,0.899919122,0.000590111,1.906994317,0.002979679,655360,5
../performance/sample_images/random1024x768.bmp,3.764749421,0.000296087,0.851685435,0.000670091,1.42874566,0.002685612,786432,5
../performance/sample_images/random1280x720.bmp,3.263942058,0.000300824,0.849620784,0.000783061,1.288589592,0.002850862,921600,5
../performance/sample_images/random1280x800.bmp,2.977932662,0.00030496,0.892522874,0.00091447,1.993170283,0.004885221,1024000,5
../performance/sample_images/random1024x1024.bmp,3.0902062,0.000324057,0.877409377,0.000920681,1.589185618,0.003972964,1048576,5
../performance/sample_images/random1366x768.bmp,2.967966876,0.000311369,0.843298229,0.000884888,1.408259358,0.003520648,1049088,5
../performance/sample_images/random1440x900.bmp,2.53287674,0.000328263,0.887750085,0.001151427,1.481487008,0.004572491,1296000,5
../performance/sample_images/random1600x900.bmp,2.255132069,0.00032476,0.890224564,0.001282744,2.224752501,0.007724835,1440000,5
../performance/sample_images/random1600x1000.bmp,2.178300544,0.000348528,0.924643529,0.00147943,1.801013908,0.006926977,1600000,5
../performance/sample_images/random1680x1050.bmp,2.116987214,0.000373498,0.922753625,0.001630307,1.537858552,0.00651635,1764000,5
../performance/sample_images/random1920x1080.bmp,1.986965939,0.000412063,0.995752024,0.002065876,1.470424144,0.007352121,2073600,5
../performance/sample_images/random1920x1200.bmp,1.883253292,0.000433929,1.059531237,0.002441316,2.103166793,0.01168426,2304000,5
../performance/sample_images/random2048x1152.bmp,1.579426991,0.000372682,1.193678639,0.002821935,1.698875783,0.009652703,2359296,5
../performance/sample_images/random2560x1440.bmp,1.964143568,0.000724242,1.138949734,0.004202767,1.630819891,0.014560892,3686400,5
../performance/sample_images/random2560x1600.bmp,1.242390852,0.000508968,1.152914757,0.00472506,1.119588603,0.011195886,4096000,5
../performance/sample_images/random2880x1620.bmp,1.893656679,0.000883648,1.119018593,0.005229059,1.078633965,0.012257204,4665600,5
../performance/sample_images/random2880x1800.bmp,1.912939874,0.000991674,1.203104953,0.006266172,1.777654529,0.022220682,5184000,5
../performance/sample_images/random3200x1800.bmp,1.906861558,0.001098423,1.119537918,0.006471317,1.772022831,0.024611428,5760000,5
../performance/sample_images/random3840x2160.bmp,1.840948943,0.001527758,1.2283902,0.010236585,1.752318898,0.036506644,8294400,5
../performance/sample_images/random4096x2160.bmp,1.342389866,0.001187956,1.300150238,0.011505754,1.389699178,0.031584072,8847360,5
../performance/sample_images/random5120x2880.bmp,1.796671236,0.002649958,1.26999611,0.018955166,1.652848632,0.059030308,14745600,5
