fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.004701,273280,0
../performance/sample_images/sample_1280x853.bmp,0.024721,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.068812,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.341248,8294400,0
