fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.004805,273280,0
../performance/sample_images/sample_1280x853.bmp,0.023512,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.068407,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.346396,8294400,0
