fileName,execTime,avg_exec_time,ioReadTime,avg_io_read_time,ioWriteTime,avg_io_write_time,pixelNum,version
../performance/sample_images/random16x16.bmp,2.03784202,1.04e-07,18.100209278,4.634e-06,156.232437112,9.5227e-05,256,4
../performance/sample_images/random24x24.bmp,1.763208092,2.03e-07,8.576291555,4.94e-06,68.446266,9.387e-05,576,4
../performance/sample_images/random32x32.bmp,1.737469434,3.56e-07,5.100905268,5.223e-06,36.924677282,9.0026e-05,1024,4
../performance/sample_images/random48x48.bmp,1.679408291,7.74e-07,2.75668419,6.351e-06,16.351494691,8.9701e-05,2304,4
../performance/sample_images/random64x64.bmp,1.731004603,1.418e-06,1.951622651,7.994e-06,10.467078001,0.000102082,4096,4
../performance/sample_images/random128x128.bmp,1.658200748,5.434e-06,1.104627423,1.8098e-05,4.367053164,0.000170375,16384,4
../performance/sample_images/random320x200.bmp,1.670392548,2.1381e-05,0.961345683,6.1526e-05,2.1339561,0.000325298,64000,4
../performance/sample_images/random256x256.bmp,1.73501967,2.2742e-05,1.013882247,6.6449e-05,1.866588927,0.00029129,65536,4
../performance/sample_images/random320x240.bmp,1.61051492,2.4738e-05,0.906418667,6.9617e-05,1.991876426,0.000364279,76800,4
../performance/sample_images/random320x320.bmp,3.713344427,7.6049e-05,0.897460512,9.1906e-05,2.085095971,0.00050856,102400,4
../performance/sample_images/random480x300.bmp,1.633005618,4.7031e-05,0.939034503,0.00013523,1.597154759,0.000547721,144000,4
../performance/sample_images/random480x320.bmp,1.677129899,5.1522e-05,0.929741317,0.000142817,1.530383506,0.00056017,153600,4
../performance/sample_images/random480x480.bmp,1.74187806,8.0267e-05,0.9243352,0.00021298,1.516030966,0.000832984,230400,4
../performance/sample_images/random640x360.bmp,1.711488882,7.8867e-05,0.942120126,0.000217078,1.958188833,0.001075928,230400,4
../performance/sample_images/random640x400.bmp,1.628208614,8.3365e-05,0.906710295,0.000232133,2.406349158,0.001467286,256000,4
../performance/sample_images/random640x480.bmp,1.645821578,0.00010112,0.892939955,0.000274329,1.976453059,0.001449013,307200,4
../performance/sample_images/random720x480.bmp,1.712513662,0.000118374,0.909706492,0.000314451,1.783694976,0.001471696,345600,4
../performance/sample_images/random800x450.bmp,1.645703416,0.000118498,0.903784058,0.000325453,1.452747693,0.001248065,360000,4
../performance/sample_images/random800x500.bmp,1.741801306,0.000139344,0.953997055,0.000381599,2.258025014,0.002154604,400000,4
../performance/sample_images/random640x640.bmp,1.6614603,0.000136107,0.869333544,0.000356138,2.020063706,0.001972718,409600,4
../performance/sample_images/random800x600.bmp,1.720113923,0.000165142,1.173579944,0.000563409,1.511091465,0.001732903,480000,4
../performance/sample_images/random960x540.bmp,1.640545997,0.000170093,0.878278486,0.000455302,1.644881987,0.002035745,518400,4
../performance/sample_images/random1024x576.bmp,1.709030973,0.000201608,0.884061329,0.00052157,1.704579878,0.002394073,589824,4
../performance/sample_images/random800x800.bmp,1.621630942,0.000207582,0.906551137,0.000580378,1.726578595,0.00263198,640000,4
../performance/sample_images/random1024x640.bmp,1.658808468,0.000217435,0.879284663,0.00057658,2.387020328,0.003729719,655360,4
../performance/sample_images/random1024x768.bmp,1.731673035,0.000272404,0.972249508,0.000764948,2.266947485,0.004261179,786432,4
../performance/sample_images/random1280x720.bmp,1.760277848,0.000324475,1.011201922,0.000931983,1.40092111,0.003099383,921600,4
../performance/sample_images/random1280x800.bmp,1.634320474,0.000334765,0.918628531,0.000941218,1.717186864,0.004208791,1024000,4
../performance/sample_images/random1024x1024.bmp,1.752359343,0.000367525,1.052891939,0.001104818,1.732146794,0.004330367,1048576,4
../performance/sample_images/random1366x768.bmp,1.694993994,0.000355643,0.986217106,0.001034855,2.167817057,0.005419543,1049088,4
../performance/sample_images/random1440x900.bmp,1.688418987,0.000437641,0.947446744,0.001228854,1.864943823,0.005755999,1296000,4
../performance/sample_images/random1600x900.bmp,1.645388105,0.000473902,0.955081468,0.001376198,2.195889732,0.007624617,1440000,4
../performance/sample_images/random1600x1000.bmp,1.629189353,0.000521341,1.022884096,0.001636615,1.716750998,0.006602888,1600000,4
../performance/sample_images/random1680x1050.bmp,1.68564771,0.000594795,1.096118317,0.001936605,1.812003151,0.007677979,1764000,4
../performance/sample_images/random1920x1080.bmp,1.759675539,0.000729853,1.184411223,0.002457285,1.820616972,0.009103085,2073600,4
../performance/sample_images/random1920x1200.bmp,1.712919413,0.000789364,1.243158391,0.00286442,2.282106034,0.012678367,2304000,4
../performance/sample_images/random2048x1152.bmp,1.715188669,0.000809433,1.281901552,0.0030305,1.620293695,0.009206214,2359296,4
../performance/sample_images/random2560x1440.bmp,1.689652879,0.001246057,1.174813036,0.004335103,1.624854606,0.01450763,3686400,4
../performance/sample_images/random2560x1600.bmp,1.673398263,0.001371638,1.143300791,0.004685659,1.641145611,0.016411456,4096000,4
../performance/sample_images/random2880x1620.bmp,1.648520178,0.001539235,1.159321279,0.005417389,1.485634212,0.016882207,4665600,4
../performance/sample_images/random2880x1800.bmp,1.652587484,0.001714302,1.260331449,0.006564226,1.409131605,0.017614145,5184000,4
../performance/sample_images/random3200x1800.bmp,1.70372271,0.001962814,1.212104496,0.007006384,1.127001522,0.015652799,5760000,4
../performance/sample_images/random3840x2160.bmp,1.654654749,0.002748596,1.244279473,0.010368996,1.306877051,0.027226605,8294400,4
../performance/sample_images/random4096x2160.bmp,1.668251133,0.002952657,1.259466717,0.011145723,1.113821128,0.025314117,8847360,4
