fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.000455,273280,2
../performance/sample_images/sample_1280x853.bmp,0.001189,1091840,2
../performance/sample_images/sample_1920x1280.bmp,0.002893,2457600,2
../performance/sample_images/sample_3840x2160.bmp,0.008083,8294400,2
