fileName,time,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.003927,273280,0
../performance/sample_images/sample_1280x853.bmp,0.023523,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.071821,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.314722,8294400,0
