fileName,execTime,ioTime,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.004066,0.001703,273280,0
../performance/sample_images/sample_1280x853.bmp,0.026085,0.013407,1091840,0
../performance/sample_images/sample_1920x1280.bmp,0.071598,0.019825,2457600,0
../performance/sample_images/sample_3840x2160.bmp,0.387876,0.077472,8294400,0
