fileName,execTime,ioTime,pixelNum,version
../performance/sample_images/sample_640x427.bmp,0.000998,0.00247,273280,2
../performance/sample_images/sample_1280x853.bmp,0.003608,0.006699,1091840,2
../performance/sample_images/sample_1920x1280.bmp,0.00531,0.019163,2457600,2
../performance/sample_images/sample_3840x2160.bmp,0.014803,0.060342,8294400,2
